TopN,MAE,Precision,Recall,F1,Algo,Dataset,Neighbors,Sparsity
10,0.7399341039829184,0.6254506892895015,0.6647059580472577,0.6444811186202853,SVD,ml-100k,,0.25
10,0.7446647407566148,0.6260869565217391,0.6657608521692018,0.6453146924920089,KNN,ml-100k,76.0,0.25
10,0.7375221838914047,0.6256627783669141,0.6663473495035555,0.6453644983959766,SVD,ml-100k,,0.25
10,0.7446975011211885,0.6258748674443266,0.6656855538355698,0.6451666540750253,KNN,ml-100k,77.0,0.25
10,0.7402492710405196,0.6239660657476139,0.6622843342691577,0.6425544364531441,SVD,ml-100k,,0.25
10,0.7447247689484473,0.6257688229056204,0.6655347230283033,0.6450394743259698,KNN,ml-100k,78.0,0.25
10,0.7410488031080247,0.6256627783669141,0.6650463265077111,0.6447536951805145,SVD,ml-100k,,0.25
10,0.7447378565517644,0.6256627783669141,0.6652758588709767,0.6448615452896186,KNN,ml-100k,79.0,0.25
10,0.7397067085686795,0.6224814422057264,0.6629893595508235,0.6420971555889246,SVD,ml-100k,,0.25
10,0.7447249830590434,0.6254506892895015,0.6652929562355654,0.6447569035100138,KNN,ml-100k,80.0,0.25
10,0.7423187647589297,0.6236479321314953,0.6650713390803163,0.6436938976591015,SVD,ml-100k,,0.25
10,0.7446788316529044,0.6260869565217391,0.6658186912477972,0.6453418617966825,KNN,ml-100k,81.0,0.25
10,0.7398953172749513,0.6193001060445387,0.6596144516530166,0.6388218781286679,SVD,ml-100k,,0.25
10,0.7446624205141463,0.6255567338282079,0.6653105553836725,0.6448215110653852,KNN,ml-100k,82.0,0.25
10,0.7397038284574983,0.6230116648992576,0.6632137339593411,0.6424844244946939,SVD,ml-100k,,0.25
10,0.7446926843671422,0.6257688229056204,0.6655640132633867,0.6450532310225572,KNN,ml-100k,83.0,0.25
10,0.7398381618106351,0.6267232237539767,0.6660366141347055,0.6457821502722605,SVD,ml-100k,,0.25
10,0.7446966042360906,0.6258748674443266,0.6655730879156688,0.6451138297053735,KNN,ml-100k,84.0,0.25
10,0.740838573779602,0.6242841993637328,0.6643312277616378,0.6436854315188174,SVD,ml-100k,,0.25
10,0.7446936307811792,0.6254506892895015,0.6654583717398826,0.6448345741198651,KNN,ml-100k,85.0,0.25
10,0.7392932006902855,0.6225874867444326,0.6636823262126267,0.6424784400770388,SVD,ml-100k,,0.25
10,0.7447431627639161,0.6249204665959702,0.6651718872805455,0.6444182463632653,KNN,ml-100k,86.0,0.25
10,0.7412242114357491,0.6234358430540827,0.6634099927361313,0.642802046071008,SVD,ml-100k,,0.25
10,0.7447611049192561,0.6251325556733828,0.6653782108071036,0.6446278360708538,KNN,ml-100k,87.0,0.25
10,0.7404032214885129,0.6248144220572641,0.6660826070928122,0.644788871296887,SVD,ml-100k,,0.25
10,0.7447785711079439,0.6250265111346766,0.6655046860359318,0.6446307891956015,KNN,ml-100k,88.0,0.25
10,0.7396051032139532,0.623117709437964,0.6633403108239839,0.6426002069999052,SVD,ml-100k,,0.25
10,0.7448051218398201,0.6247083775185578,0.6651818318207631,0.6443101279517615,KNN,ml-100k,89.0,0.25
10,0.740175101014191,0.6252386002120891,0.66550979729006,0.644745970462265,SVD,ml-100k,,0.25
10,0.7447975432840119,0.6249204665959702,0.6653809840239405,0.6445163567018474,KNN,ml-100k,90.0,0.25
10,0.740147325406074,0.623541887592789,0.6640129637006007,0.6431413719672423,SVD,ml-100k,,0.25
10,0.8125370910991297,0.7033934252386002,0.3048926145114686,0.4253940885749716,KNN,ml-100k,50.0,0.75
10,0.7738749272859725,0.7518557794273595,0.32972767445028933,0.4584161430794906,SVD,ml-100k,,0.75
10,0.8125369986630048,0.7033934252386002,0.30489428859053885,0.4253957179998469,KNN,ml-100k,51.0,0.75
10,0.7732567601180381,0.7506892895015906,0.327269035083841,0.45581977302776333,SVD,ml-100k,,0.75
10,0.8125369802442735,0.7033934252386002,0.3048926145114686,0.4253940885749716,KNN,ml-100k,52.0,0.75
10,0.7735178385629664,0.7481442205726405,0.32507543800428645,0.4532218698183567,SVD,ml-100k,,0.75
10,0.8125373565473667,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,53.0,0.75
10,0.7737902722559248,0.742523860021209,0.324468272215134,0.4515973954458884,SVD,ml-100k,,0.75
10,0.812536712204998,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,54.0,0.75
10,0.7752754365649701,0.7495227995758218,0.3283988292870164,0.45669815562435045,SVD,ml-100k,,0.75
10,0.8125376484055228,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,55.0,0.75
10,0.7736567283017527,0.7476139978791092,0.3264195484786088,0.4544286804663879,SVD,ml-100k,,0.75
10,0.8125378504853339,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,56.0,0.75
10,0.7734923961109293,0.7497348886532343,0.3269967592380549,0.4553797213213592,SVD,ml-100k,,0.75
10,0.8125369491159582,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,57.0,0.75
10,0.7726872052996255,0.7506892895015906,0.3280666645410139,0.45659285659659765,SVD,ml-100k,,0.75
10,0.812536303976266,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,58.0,0.75
10,0.7742897150697353,0.7466595970307529,0.3253535574583292,0.4532189835303595,SVD,ml-100k,,0.75
10,0.8125352274739296,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,59.0,0.75
10,0.7736508898786488,0.7498409331919407,0.32699595903919043,0.4553985043508554,SVD,ml-100k,,0.75
10,0.8125344738447084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,60.0,0.75
10,0.7744853043017117,0.7505832449628843,0.3272851325599491,0.4558158341921492,SVD,ml-100k,,0.75
10,0.8125340341452447,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,61.0,0.75
10,0.7731958351744306,0.7501590668080593,0.3289927714567304,0.45739052035422995,SVD,ml-100k,,0.75
10,0.8125344321212857,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,62.0,0.75
10,0.7725938371451734,0.7529162248144221,0.328484993998931,0.45740965940699624,SVD,ml-100k,,0.75
10,0.8125347533593453,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,63.0,0.75
10,0.7738361855046235,0.7500530222693531,0.32737220636522035,0.4558024190734837,SVD,ml-100k,,0.75
10,0.81253492316529,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,64.0,0.75
10,0.7743647356020711,0.7439024390243902,0.3241017005008717,0.4514964625543908,SVD,ml-100k,,0.75
10,0.812534734186373,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,65.0,0.75
10,0.7719834349281556,0.7516436903499469,0.3278754449074109,0.4565838646789421,SVD,ml-100k,,0.75
10,0.812535069612503,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,66.0,0.75
10,0.7738539746579175,0.7469777306468717,0.32592514155513336,0.4538319896561443,SVD,ml-100k,,0.75
10,0.8125351525528264,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,67.0,0.75
10,0.7731196846230285,0.7513255567338282,0.3289626447069928,0.4575779719698316,SVD,ml-100k,,0.75
10,0.8125349338663815,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,68.0,0.75
10,0.7731770903759355,0.7494167550371157,0.32655179949830526,0.45488948334036916,SVD,ml-100k,,0.75
10,0.8125349254702746,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,69.0,0.75
10,0.7733317730040953,0.7502651113467657,0.32622199835029575,0.4547253408077055,SVD,ml-100k,,0.75
10,0.8125348588357177,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,70.0,0.75
10,0.7736380220731093,0.7472958642629906,0.32531230195628313,0.45329607866532984,SVD,ml-100k,,0.75
10,0.8125348534695123,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,71.0,0.75
10,0.7743272057076733,0.7466595970307529,0.3249940598468218,0.4528700708578606,SVD,ml-100k,,0.75
10,0.8125348798908207,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,72.0,0.75
10,0.7741666957570614,0.7499469777306469,0.32759426106590883,0.4559980020489368,SVD,ml-100k,,0.75
10,0.8125349652729933,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,73.0,0.75
10,0.7736900872178969,0.7464475079533404,0.3267699181693768,0.4545520509723024,SVD,ml-100k,,0.75
10,0.8125349175727957,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,74.0,0.75
10,0.7741615974800933,0.7489925768822905,0.3282047980886379,0.4564120989845061,SVD,ml-100k,,0.75
10,0.8125348738718869,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,75.0,0.75
10,0.7732970770561808,0.7484623541887593,0.32531974787486834,0.4535176808974033,SVD,ml-100k,,0.75
10,0.812534820065671,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,76.0,0.75
10,0.77446036876095,0.7500530222693531,0.3262860136239947,0.4547485550215546,SVD,ml-100k,,0.75
10,0.8125348025721683,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,77.0,0.75
10,0.7739321437937688,0.7484623541887593,0.3279367004224787,0.4560544228864092,SVD,ml-100k,,0.75
10,0.8125348082294662,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,78.0,0.75
10,0.7733274971237057,0.7470837751855779,0.3251506893182316,0.453100161432452,SVD,ml-100k,,0.75
10,0.8125347545016363,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,79.0,0.75
10,0.7740705995320203,0.7462354188759279,0.3233343316038628,0.4511786730564156,SVD,ml-100k,,0.75
10,0.8125348230873741,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,80.0,0.75
10,0.7731793124010309,0.7470837751855779,0.32555279967761014,0.4534904371248102,SVD,ml-100k,,0.75
10,0.81253482317792,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,81.0,0.75
10,0.7729864615183165,0.751219512195122,0.32893512993661267,0.4575316870687203,SVD,ml-100k,,0.75
10,0.8125348158295727,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,82.0,0.75
10,0.773854016680307,0.7536585365853659,0.3285982760363861,0.4576564322882403,SVD,ml-100k,,0.75
10,0.8125348540138331,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,83.0,0.75
10,0.7735456212119929,0.7539766702014846,0.3287642530863631,0.4578760652559816,SVD,ml-100k,,0.75
10,0.8125348201967888,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,84.0,0.75
10,0.7731776662413364,0.7467656415694592,0.3255784394268168,0.4534566777742945,SVD,ml-100k,,0.75
10,0.8125348389166062,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,85.0,0.75
10,0.7728471271859017,0.7493107104984094,0.3262759671520698,0.45460227770638034,SVD,ml-100k,,0.75
10,0.8125348289871084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,86.0,0.75
10,0.7745667575847683,0.7419936373276776,0.32576713944459823,0.4527552425160526,SVD,ml-100k,,0.75
10,0.8125348289871084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,87.0,0.75
10,0.773083719919135,0.7439024390243902,0.32387255771083673,0.4512740724418772,SVD,ml-100k,,0.75
10,0.8125348289871084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,88.0,0.75
10,0.7734496717143714,0.7495227995758218,0.3273911496047531,0.4557228201841319,SVD,ml-100k,,0.75
10,0.8125348289871084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,89.0,0.75
10,0.7737240678116162,0.7495227995758218,0.32611589831187754,0.45448588186517996,SVD,ml-100k,,0.75
10,0.8125348289871084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,90.0,0.75
10,0.773132186618098,0.748780487804878,0.3269017285588748,0.45511142984592784,SVD,ml-100k,,0.75
10,1.0727667854161662,0.198,0.88,0.32326530612244897,KNN,custom,1.0,0.25
10,0.9788553791547054,0.198,0.88,0.32326530612244897,SVD,custom,,0.25
15,1.0727667854161662,0.132,0.88,0.22956521739130434,KNN,custom,1.0,0.25
15,0.9937067849259108,0.132,0.88,0.22956521739130434,SVD,custom,,0.25
20,1.0727667854161662,0.099,0.88,0.17797752808988765,KNN,custom,1.0,0.25
20,0.9805992832606636,0.099,0.88,0.17797752808988765,SVD,custom,,0.25
25,1.0727667854161662,0.07919999999999999,0.88,0.14532110091743117,KNN,custom,1.0,0.25
25,1.0086702622989059,0.07919999999999999,0.88,0.14532110091743117,SVD,custom,,0.25
30,1.0727667854161662,0.066,0.88,0.12279069767441861,KNN,custom,1.0,0.25
30,0.9949279279367886,0.066,0.88,0.12279069767441861,SVD,custom,,0.25
35,1.0727667854161662,0.056571428571428564,0.88,0.10630872483221475,KNN,custom,1.0,0.25
35,0.9971685750577568,0.056571428571428564,0.88,0.10630872483221475,SVD,custom,,0.25
40,1.0727667854161662,0.0495,0.88,0.09372781065088757,KNN,custom,1.0,0.25
40,1.0116374065694371,0.0495,0.88,0.09372781065088757,SVD,custom,,0.25
45,1.0727667854161662,0.044000000000000004,0.88,0.08380952380952382,KNN,custom,1.0,0.25
45,0.9971039908471327,0.044000000000000004,0.88,0.08380952380952382,SVD,custom,,0.25
50,1.0727667854161662,0.039599999999999996,0.88,0.07578947368421052,KNN,custom,1.0,0.25
50,0.9853538640853018,0.039599999999999996,0.88,0.07578947368421052,SVD,custom,,0.25
55,1.0727667854161662,0.036,0.88,0.06917030567685589,KNN,custom,1.0,0.25
55,1.0054681092832018,0.036,0.88,0.06917030567685589,SVD,custom,,0.25
60,1.0727667854161662,0.033,0.88,0.0636144578313253,KNN,custom,1.0,0.25
60,1.0061745249055136,0.033,0.88,0.0636144578313253,SVD,custom,,0.25
65,1.0727667854161662,0.030461538461538464,0.88,0.05888475836431227,KNN,custom,1.0,0.25
65,0.9995341762782628,0.030461538461538464,0.88,0.05888475836431227,SVD,custom,,0.25
70,1.0727667854161662,0.028285714285714282,0.88,0.054809688581314873,KNN,custom,1.0,0.25
70,1.0051758930084227,0.028285714285714282,0.88,0.054809688581314873,SVD,custom,,0.25
75,1.0727667854161662,0.0264,0.88,0.051262135922330095,KNN,custom,1.0,0.25
75,0.9995076537050198,0.0264,0.88,0.051262135922330095,SVD,custom,,0.25
80,1.0727667854161662,0.02475,0.88,0.04814589665653495,KNN,custom,1.0,0.25
80,0.9884400187478598,0.02475,0.88,0.04814589665653495,SVD,custom,,0.25
85,1.0727667854161662,0.023294117647058826,0.88,0.04538681948424069,KNN,custom,1.0,0.25
85,1.0283478885608008,0.023294117647058826,0.88,0.04538681948424069,SVD,custom,,0.25
90,1.0727667854161662,0.022000000000000002,0.88,0.042926829268292686,KNN,custom,1.0,0.25
90,1.0153020728260476,0.022000000000000002,0.88,0.042926829268292686,SVD,custom,,0.25
95,1.0727667854161662,0.020842105263157894,0.88,0.04071979434447301,KNN,custom,1.0,0.25
95,1.0014394381925356,0.020842105263157894,0.88,0.04071979434447301,SVD,custom,,0.25
100,1.0727667854161662,0.019799999999999998,0.88,0.03872860635696821,KNN,custom,1.0,0.25
100,1.0017592913832714,0.019799999999999998,0.88,0.03872860635696821,SVD,custom,,0.25
10,0.9654412925292819,0.198,0.88,0.32326530612244897,KNN,custom,2.0,0.25
10,1.014410092300974,0.198,0.88,0.32326530612244897,SVD,custom,,0.25
15,0.9654412925292819,0.132,0.88,0.22956521739130434,KNN,custom,2.0,0.25
15,1.0204892492483697,0.132,0.88,0.22956521739130434,SVD,custom,,0.25
20,0.9654412925292819,0.099,0.88,0.17797752808988765,KNN,custom,2.0,0.25
20,0.9855088982802788,0.099,0.88,0.17797752808988765,SVD,custom,,0.25
25,0.9654412925292819,0.07919999999999999,0.88,0.14532110091743117,KNN,custom,2.0,0.25
25,0.9967975059953949,0.07919999999999999,0.88,0.14532110091743117,SVD,custom,,0.25
30,0.9654412925292819,0.066,0.88,0.12279069767441861,KNN,custom,2.0,0.25
30,1.0003094685165361,0.066,0.88,0.12279069767441861,SVD,custom,,0.25
35,0.9654412925292819,0.056571428571428564,0.88,0.10630872483221475,KNN,custom,2.0,0.25
35,1.0168882739119889,0.056571428571428564,0.88,0.10630872483221475,SVD,custom,,0.25
40,0.9654412925292819,0.0495,0.88,0.09372781065088757,KNN,custom,2.0,0.25
40,0.9978002818968359,0.0495,0.88,0.09372781065088757,SVD,custom,,0.25
45,0.9654412925292819,0.044000000000000004,0.88,0.08380952380952382,KNN,custom,2.0,0.25
45,1.0206537511366627,0.044000000000000004,0.88,0.08380952380952382,SVD,custom,,0.25
50,0.9654412925292819,0.039599999999999996,0.88,0.07578947368421052,KNN,custom,2.0,0.25
50,0.9807263909749837,0.039599999999999996,0.88,0.07578947368421052,SVD,custom,,0.25
55,0.9654412925292819,0.036,0.88,0.06917030567685589,KNN,custom,2.0,0.25
55,0.995157479206877,0.036,0.88,0.06917030567685589,SVD,custom,,0.25
60,0.9654412925292819,0.033,0.88,0.0636144578313253,KNN,custom,2.0,0.25
60,0.9748942682377836,0.033,0.88,0.0636144578313253,SVD,custom,,0.25
65,0.9654412925292819,0.030461538461538464,0.88,0.05888475836431227,KNN,custom,2.0,0.25
65,1.0104885627881397,0.030461538461538464,0.88,0.05888475836431227,SVD,custom,,0.25
70,0.9654412925292819,0.028285714285714282,0.88,0.054809688581314873,KNN,custom,2.0,0.25
70,0.9867594658061888,0.028285714285714282,0.88,0.054809688581314873,SVD,custom,,0.25
75,0.9654412925292819,0.0264,0.88,0.051262135922330095,KNN,custom,2.0,0.25
75,1.008843157494659,0.0264,0.88,0.051262135922330095,SVD,custom,,0.25
80,0.9654412925292819,0.02475,0.88,0.04814589665653495,KNN,custom,2.0,0.25
80,1.0293259880291694,0.02475,0.88,0.04814589665653495,SVD,custom,,0.25
85,0.9654412925292819,0.023294117647058826,0.88,0.04538681948424069,KNN,custom,2.0,0.25
85,1.0050714529621807,0.023294117647058826,0.88,0.04538681948424069,SVD,custom,,0.25
90,0.9654412925292819,0.022000000000000002,0.88,0.042926829268292686,KNN,custom,2.0,0.25
90,0.9957410685993018,0.022000000000000002,0.88,0.042926829268292686,SVD,custom,,0.25
95,0.9654412925292819,0.020842105263157894,0.88,0.04071979434447301,KNN,custom,2.0,0.25
95,1.0095476581925003,0.020842105263157894,0.88,0.04071979434447301,SVD,custom,,0.25
100,0.9654412925292819,0.019799999999999998,0.88,0.03872860635696821,KNN,custom,2.0,0.25
100,1.01711991840667,0.019799999999999998,0.88,0.03872860635696821,SVD,custom,,0.25
10,0.9484579189585093,0.198,0.88,0.32326530612244897,KNN,custom,3.0,0.25
10,1.0018625018425171,0.198,0.88,0.32326530612244897,SVD,custom,,0.25
15,0.9484579189585093,0.132,0.88,0.22956521739130434,KNN,custom,3.0,0.25
15,0.9925274923246875,0.132,0.88,0.22956521739130434,SVD,custom,,0.25
20,0.9484579189585093,0.099,0.88,0.17797752808988765,KNN,custom,3.0,0.25
20,0.990860174342878,0.099,0.88,0.17797752808988765,SVD,custom,,0.25
25,0.9484579189585093,0.07919999999999999,0.88,0.14532110091743117,KNN,custom,3.0,0.25
25,1.0104167401579653,0.07919999999999999,0.88,0.14532110091743117,SVD,custom,,0.25
30,0.9484579189585093,0.066,0.88,0.12279069767441861,KNN,custom,3.0,0.25
30,0.9935398470474639,0.066,0.88,0.12279069767441861,SVD,custom,,0.25
35,0.9484579189585093,0.056571428571428564,0.88,0.10630872483221475,KNN,custom,3.0,0.25
35,1.0273950103257998,0.056571428571428564,0.88,0.10630872483221475,SVD,custom,,0.25
40,0.9484579189585093,0.0495,0.88,0.09372781065088757,KNN,custom,3.0,0.25
40,1.0140490420046975,0.0495,0.88,0.09372781065088757,SVD,custom,,0.25
45,0.9484579189585093,0.044000000000000004,0.88,0.08380952380952382,KNN,custom,3.0,0.25
45,1.022364810877018,0.044000000000000004,0.88,0.08380952380952382,SVD,custom,,0.25
50,0.9484579189585093,0.039599999999999996,0.88,0.07578947368421052,KNN,custom,3.0,0.25
50,1.008621050226409,0.039599999999999996,0.88,0.07578947368421052,SVD,custom,,0.25
55,0.9484579189585093,0.036,0.88,0.06917030567685589,KNN,custom,3.0,0.25
55,1.0150887171675282,0.036,0.88,0.06917030567685589,SVD,custom,,0.25
60,0.9484579189585093,0.033,0.88,0.0636144578313253,KNN,custom,3.0,0.25
60,0.9896456417959545,0.033,0.88,0.0636144578313253,SVD,custom,,0.25
65,0.9484579189585093,0.030461538461538464,0.88,0.05888475836431227,KNN,custom,3.0,0.25
65,1.0107657545173196,0.030461538461538464,0.88,0.05888475836431227,SVD,custom,,0.25
70,0.9484579189585093,0.028285714285714282,0.88,0.054809688581314873,KNN,custom,3.0,0.25
70,1.000834768075702,0.028285714285714282,0.88,0.054809688581314873,SVD,custom,,0.25
75,0.9484579189585093,0.0264,0.88,0.051262135922330095,KNN,custom,3.0,0.25
75,0.995567250661406,0.0264,0.88,0.051262135922330095,SVD,custom,,0.25
80,0.9484579189585093,0.02475,0.88,0.04814589665653495,KNN,custom,3.0,0.25
80,1.019361098494606,0.02475,0.88,0.04814589665653495,SVD,custom,,0.25
85,0.9484579189585093,0.023294117647058826,0.88,0.04538681948424069,KNN,custom,3.0,0.25
85,1.018585765684182,0.023294117647058826,0.88,0.04538681948424069,SVD,custom,,0.25
90,0.9484579189585093,0.022000000000000002,0.88,0.042926829268292686,KNN,custom,3.0,0.25
90,1.0308619366792013,0.022000000000000002,0.88,0.042926829268292686,SVD,custom,,0.25
95,0.9484579189585093,0.020842105263157894,0.88,0.04071979434447301,KNN,custom,3.0,0.25
95,1.0314944665828851,0.020842105263157894,0.88,0.04071979434447301,SVD,custom,,0.25
100,0.9484579189585093,0.019799999999999998,0.88,0.03872860635696821,KNN,custom,3.0,0.25
100,1.0142789747422987,0.019799999999999998,0.88,0.03872860635696821,SVD,custom,,0.25
